Role,Education,Experience,Salary,Role_Encoded,Education_Encoded
Data Scientist,Bachelor's,23,13556800.0,22,0
Software Engineer,Master's,19,8956900.0,62,1
Manager,Master's,6,3854100.0,43,1
Data Scientist,PhD,18,12306500.0,22,2
HR,PhD,10,2485200.0,34,2
Analyst,Bachelor's,3,835800.0,4,0
HR,Bachelor's,7,1103100.0,34,0
Data Scientist,Master's,27,27728800.0,22,1
Analyst,Master's,11,2715200.0,4,1
HR,PhD,26,15226500.0,34,2
Data Scientist,PhD,7,3549800.0,22,2
HR,PhD,4,1259700.0,34,2
Analyst,Master's,5,1376300.0,4,1
Software Engineer,PhD,12,4984100.0,62,2
HR,Bachelor's,29,13369700.0,34,0
Data Scientist,PhD,26,30466300.0,22,2
Manager,Bachelor's,24,22765400.0,43,0
HR,PhD,28,19109900.0,34,2
Analyst,Bachelor's,8,1486400.0,4,0
Manager,Bachelor's,10,4665400.0,43,0
Data Scientist,PhD,11,5555100.0,22,2
Data Scientist,Master's,2,1627700.0,22,1
Analyst,Master's,25,13257800.0,4,1
Data Scientist,Master's,0,1298500.0,22,1
HR,PhD,19,6891500.0,34,2
Data Scientist,Master's,10,4039700.0,22,1
Software Engineer,PhD,15,7014100.0,62,2
Analyst,PhD,29,25682500.0,4,2
Manager,PhD,0,2401900.0,43,2
Data Scientist,PhD,7,3533100.0,22,2
Analyst,PhD,6,1897200.0,4,2
Software Engineer,PhD,22,15483400.0,62,2
Manager,Master's,24,29595400.0,43,1
HR,PhD,24,12136800.0,34,2
HR,Bachelor's,13,2183500.0,34,0
Software Engineer,PhD,8,3170300.0,62,2
Manager,Bachelor's,14,7332700.0,43,0
Manager,PhD,22,29039500.0,43,2
Manager,PhD,1,2679500.0,43,2
Analyst,Bachelor's,7,1315000.0,4,0
Manager,PhD,29,64199300.0,43,2
Software Engineer,Bachelor's,7,1775600.0,62,0
Data Scientist,Master's,22,15732300.0,22,1
Manager,PhD,9,6651900.0,43,2
Manager,Bachelor's,27,31982600.0,43,0
Software Engineer,PhD,14,6260900.0,62,2
Analyst,Master's,23,10572700.0,4,1
Software Engineer,Master's,8,2584200.0,62,1
Software Engineer,Bachelor's,13,3482800.0,62,0
Manager,Master's,29,52166300.0,43,1
Software Engineer,PhD,3,1792300.0,62,2
HR,Master's,16,3978400.0,34,1
Analyst,PhD,10,2977900.0,4,2
Analyst,Bachelor's,2,752800.0,4,0
Analyst,Bachelor's,20,5792700.0,4,0
Software Engineer,Bachelor's,22,9682800.0,62,0
Analyst,Master's,11,2707700.0,4,1
Manager,Master's,19,16794300.0,43,1
HR,Master's,7,1436600.0,34,1
Software Engineer,Bachelor's,18,6155100.0,62,0
Analyst,PhD,6,1893100.0,4,2
Analyst,Bachelor's,2,750100.0,4,0
Analyst,Master's,23,10578200.0,4,1
Software Engineer,PhD,5,2258900.0,62,2
Software Engineer,Master's,16,6376100.0,62,1
Manager,PhD,27,51177400.0,43,2
Data Scientist,Bachelor's,24,15177500.0,22,0
Manager,Bachelor's,19,12908800.0,43,0
Software Engineer,Bachelor's,28,19105500.0,62,0
HR,Bachelor's,16,3061400.0,34,0
Data Scientist,PhD,21,17285400.0,22,2
HR,Bachelor's,8,1241300.0,34,0
Software Engineer,Bachelor's,18,6152900.0,62,0
HR,PhD,13,3495800.0,34,2
Manager,PhD,12,9357700.0,43,2
HR,Bachelor's,12,1944400.0,34,0
Analyst,Bachelor's,15,3289400.0,4,0
Analyst,Master's,4,1222500.0,4,1
Software Engineer,PhD,13,5586000.0,62,2
Data Scientist,Master's,1,1452900.0,22,1
Analyst,Master's,0,769200.0,4,1
Manager,PhD,27,51176100.0,43,2
Analyst,Bachelor's,0,591600.0,4,0
Software Engineer,PhD,1,1429100.0,62,2
HR,Bachelor's,9,1392400.0,34,0
Data Scientist,Master's,17,8917200.0,22,1
Manager,Master's,8,4832900.0,43,1
Analyst,Master's,26,14852700.0,4,1
HR,Master's,28,15524800.0,34,1
Data Scientist,Bachelor's,8,2472200.0,22,0
Analyst,PhD,10,2995000.0,4,2
Data Scientist,Bachelor's,20,9643900.0,22,0
Software Engineer,PhD,24,19432900.0,62,2
Analyst,Bachelor's,21,6488700.0,4,0
Manager,Master's,3,2733600.0,43,1
HR,Master's,25,11054600.0,34,1
Analyst,Master's,2,989400.0,4,1
Software Engineer,PhD,22,15481500.0,62,2
Manager,Master's,26,37136100.0,43,1
Software Engineer,PhD,1,1437500.0,62,2
Analyst,Bachelor's,6,1179500.0,4,0
HR,Master's,27,13859000.0,34,1
Data Scientist,PhD,10,4975700.0,22,2
Manager,Bachelor's,16,9193100.0,43,0
HR,Master's,15,3567300.0,34,1
HR,Master's,4,1020500.0,34,1
Manager,PhD,10,7445200.0,43,2
Manager,Bachelor's,14,7323400.0,43,0
HR,Master's,9,1802000.0,34,1
Analyst,Master's,27,16634600.0,4,1
Software Engineer,Bachelor's,28,19099400.0,62,0
Analyst,Bachelor's,4,936700.0,4,0
Software Engineer,Bachelor's,12,3124600.0,62,0
Manager,PhD,18,18457200.0,43,2
Manager,Master's,1,2180100.0,43,1
Software Engineer,Bachelor's,13,3487700.0,62,0
Analyst,Bachelor's,11,2088000.0,4,0
Software Engineer,PhD,23,17353300.0,62,2
HR,PhD,12,3115800.0,34,2
Manager,Bachelor's,16,9207300.0,43,0
Manager,Master's,7,4316200.0,43,1
Manager,Bachelor's,6,2957600.0,43,0
HR,Bachelor's,16,3067800.0,34,0
Manager,Bachelor's,1,1681400.0,43,0
Manager,Master's,12,7594400.0,43,1
Manager,PhD,27,51179500.0,43,2
HR,Bachelor's,23,6779300.0,34,0
Analyst,Master's,16,4779900.0,4,1
Manager,PhD,25,40800100.0,43,2
Data Scientist,Master's,10,4039600.0,22,1
Software Engineer,Master's,23,14104900.0,62,1
Software Engineer,PhD,17,8782700.0,62,2
Software Engineer,PhD,20,12347000.0,62,2
Manager,PhD,14,11730500.0,43,2
Analyst,PhD,12,3741000.0,4,2
Analyst,Bachelor's,16,3678200.0,4,0
Software Engineer,Bachelor's,0,799300.0,62,0
HR,PhD,13,3495800.0,34,2
HR,PhD,22,9680200.0,34,2
HR,Master's,10,2016900.0,34,1
Manager,Master's,9,5405500.0,43,1
Analyst,Master's,8,1927500.0,4,1
Manager,Master's,24,29597700.0,43,1
HR,Bachelor's,14,2441800.0,34,0
HR,Bachelor's,7,1106200.0,34,0
Manager,Master's,7,4311600.0,43,1
Software Engineer,Master's,13,4542800.0,62,1
Manager,PhD,7,5300000.0,43,2
Manager,Master's,27,41592100.0,43,1
HR,Bachelor's,18,3848300.0,34,0
Manager,Master's,15,10669900.0,43,1
Data Scientist,Master's,27,27724000.0,22,1
Analyst,Master's,1,878500.0,4,1
Analyst,Master's,6,1545800.0,4,1
Manager,PhD,13,10470000.0,43,2
HR,PhD,20,7713500.0,34,2
Software Engineer,Bachelor's,8,1978700.0,62,0
Software Engineer,Master's,16,6368700.0,62,1
Data Scientist,Master's,3,1823200.0,22,1
Data Scientist,Master's,17,8926800.0,22,1
Analyst,Master's,19,6712500.0,4,1
Analyst,Bachelor's,26,11419000.0,4,0
Data Scientist,PhD,13,6976800.0,22,2
Software Engineer,PhD,24,19433300.0,62,2
Software Engineer,Master's,28,24837600.0,62,1
Data Scientist,Bachelor's,5,1763100.0,22,0
HR,Bachelor's,28,11942900.0,34,0
Data Scientist,Master's,14,6348000.0,22,1
Manager,Bachelor's,18,11533800.0,43,0
Analyst,PhD,4,1514400.0,4,2
Software Engineer,Master's,22,12572100.0,62,1
Manager,Bachelor's,23,20327800.0,43,0
Data Scientist,PhD,22,19363200.0,22,2
HR,Bachelor's,23,6774400.0,34,0
Analyst,PhD,16,5887200.0,4,2
Software Engineer,Bachelor's,19,6891000.0,62,0
Manager,PhD,11,8336400.0,43,2
Software Engineer,PhD,14,6255400.0,62,2
Data Scientist,Master's,2,1628200.0,22,1
Software Engineer,Bachelor's,17,5492100.0,62,0
HR,Bachelor's,3,700500.0,34,0
Software Engineer,Master's,10,3232500.0,62,1
Software Engineer,Bachelor's,22,9672500.0,62,0
Analyst,Master's,2,982500.0,4,1
Analyst,Master's,11,2714000.0,4,1
Software Engineer,Bachelor's,27,17058200.0,62,0
Manager,PhD,12,9341600.0,43,2
HR,Master's,13,2836900.0,34,1
HR,Bachelor's,5,880000.0,34,0
Software Engineer,PhD,14,6250500.0,62,2
Software Engineer,Master's,19,8957200.0,62,1
Analyst,Master's,27,16632100.0,4,1
Data Scientist,Master's,0,1305300.0,22,1
Software Engineer,Master's,11,3614100.0,62,1
Manager,Master's,20,18809300.0,43,1
Software Engineer,Master's,4,1633000.0,62,1
HR,Bachelor's,0,495800.0,34,0
Software Engineer,Master's,11,3621300.0,62,1
Manager,Bachelor's,3,2112500.0,43,0
Manager,Bachelor's,10,4659400.0,43,0
Software Engineer,PhD,24,19424000.0,62,2
Manager,PhD,28,57317900.0,43,2
Software Engineer,Bachelor's,1,892900.0,62,0
Analyst,PhD,11,3351400.0,4,2
Data Scientist,Master's,7,2874000.0,22,1
Analyst,Master's,8,1932400.0,4,1
Software Engineer,PhD,25,21758200.0,62,2
Data Scientist,Bachelor's,9,2771500.0,22,0
Manager,Bachelor's,18,11536600.0,43,0
Analyst,PhD,27,20470000.0,4,2
Manager,PhD,0,2403200.0,43,2
Analyst,Bachelor's,14,2931100.0,4,0
Software Engineer,Master's,17,7142900.0,62,1
Analyst,Bachelor's,10,1864500.0,4,0
Software Engineer,Master's,5,1824800.0,62,1
HR,Master's,20,6271000.0,34,1
HR,Master's,5,1139000.0,34,1
Manager,Master's,5,3437500.0,43,1
HR,Bachelor's,10,1548700.0,34,0
Manager,Bachelor's,17,10301100.0,43,0
Manager,PhD,27,51175900.0,43,2
Analyst,PhD,27,20473400.0,4,2
Manager,Master's,29,52154400.0,43,1
Software Engineer,Master's,18,7999900.0,62,1
Data Scientist,Master's,5,2293800.0,22,1
Manager,Bachelor's,1,1677100.0,43,0
Software Engineer,PhD,10,3977600.0,62,2
HR,Master's,7,1437000.0,34,1
Analyst,PhD,29,25686900.0,4,2
Manager,Master's,21,21073400.0,43,1
HR,Master's,11,2264100.0,34,1
Data Scientist,PhD,10,4968300.0,22,2
HR,Master's,27,13861500.0,34,1
Manager,Master's,4,3061700.0,43,1
Manager,Bachelor's,28,35836300.0,43,0
Data Scientist,Bachelor's,21,10802600.0,22,0
Manager,Master's,18,15012900.0,43,1
Software Engineer,PhD,19,11017000.0,62,2
Analyst,Bachelor's,29,16040600.0,4,0
Data Scientist,Bachelor's,19,8617800.0,22,0
HR,Bachelor's,26,9525700.0,34,0
Software Engineer,Master's,25,17678700.0,62,1
HR,PhD,9,2220900.0,34,2
HR,Master's,0,653300.0,34,1
Software Engineer,Master's,1,1159400.0,62,1
Analyst,Bachelor's,10,1867100.0,4,0
Manager,Bachelor's,2,1886200.0,43,0
HR,PhD,14,3907300.0,34,2
Data Scientist,Bachelor's,20,9649600.0,22,0
Analyst,PhD,17,6594100.0,4,2
Analyst,Bachelor's,28,14326000.0,4,0
Analyst,Master's,24,11834200.0,4,1
Manager,Master's,14,9529300.0,43,1
Manager,PhD,28,57326400.0,43,2
Analyst,Master's,28,18632800.0,4,1
Manager,Master's,24,29604300.0,43,1
Software Engineer,PhD,20,12344400.0,62,2
HR,PhD,29,21391600.0,34,2
HR,Master's,8,1606000.0,34,1
Data Scientist,PhD,6,3158300.0,22,2
HR,Bachelor's,19,4309800.0,34,0
Software Engineer,Bachelor's,12,3111000.0,62,0
Data Scientist,Master's,29,34780900.0,22,1
Manager,PhD,13,10467500.0,43,2
Software Engineer,Master's,15,5699800.0,62,1
Software Engineer,PhD,22,15479800.0,62,2
Data Scientist,Master's,26,24752800.0,22,1
Software Engineer,PhD,9,3540800.0,62,2
Software Engineer,Bachelor's,3,1124700.0,62,0
Manager,Bachelor's,4,2362700.0,43,0
Software Engineer,Bachelor's,24,12136900.0,62,0
Manager,Master's,0,1949100.0,43,1
Data Scientist,PhD,28,38212100.0,22,2
Manager,Bachelor's,28,35829200.0,43,0
Software Engineer,Bachelor's,5,1412100.0,62,0
Analyst,PhD,12,3744000.0,4,2
Software Engineer,Bachelor's,2,1010000.0,62,0
Analyst,Master's,16,4764800.0,4,1
Manager,PhD,19,20671900.0,43,2
Software Engineer,Master's,1,1163200.0,62,1
HR,PhD,3,1124200.0,34,2
Software Engineer,Bachelor's,16,4918900.0,62,0
Manager,Bachelor's,0,1499100.0,43,0
HR,Master's,2,805600.0,34,1
Manager,PhD,10,7448400.0,43,2
Manager,Bachelor's,4,2355200.0,43,0
Manager,Master's,15,10673600.0,43,1
Analyst,Bachelor's,16,3678700.0,4,0
Analyst,Master's,20,7519000.0,4,1
Software Engineer,Master's,0,1033200.0,62,1
HR,Bachelor's,27,10659000.0,34,0
Manager,Bachelor's,29,40124100.0,43,0
Data Scientist,Bachelor's,18,7687400.0,22,0
Analyst,Bachelor's,12,2338600.0,4,0
Analyst,Master's,6,1533700.0,4,1
Manager,Master's,28,46576100.0,43,1
Analyst,Bachelor's,23,8128900.0,4,0
Software Engineer,Master's,29,27811600.0,62,1
HR,Master's,16,3985300.0,34,1
Analyst,Master's,8,1926600.0,4,1
HR,Master's,25,11043300.0,34,1
Software Engineer,PhD,26,24373200.0,62,2
Manager,Master's,1,2175300.0,43,1
Analyst,Master's,5,1374000.0,4,1
Data Scientist,PhD,22,19360100.0,22,2
Analyst,PhD,19,8269200.0,4,2
Manager,PhD,1,2693900.0,43,2
Software Engineer,PhD,3,1803400.0,62,2
Manager,Master's,28,46584300.0,43,1
Manager,Master's,18,14990500.0,43,1
HR,PhD,23,10850200.0,34,2
Software Engineer,Bachelor's,27,17063500.0,62,0
Software Engineer,Bachelor's,12,3109100.0,62,0
Analyst,PhD,0,962600.0,4,2
Data Scientist,Bachelor's,12,3903100.0,22,0
Software Engineer,Master's,17,7144200.0,62,1
Manager,Master's,17,13389900.0,43,1
Software Engineer,PhD,14,6253700.0,62,2
Analyst,Bachelor's,26,11432800.0,4,0
Software Engineer,Bachelor's,9,2225400.0,62,0
Data Scientist,Bachelor's,7,2216000.0,22,0
Analyst,PhD,0,962600.0,4,2
Software Engineer,Master's,4,1631600.0,62,1
Data Scientist,Bachelor's,10,3096500.0,22,0
Data Scientist,Master's,15,7119500.0,22,1
Manager,PhD,12,9348700.0,43,2
Manager,Master's,5,3440900.0,43,1
Manager,Master's,9,5411900.0,43,1
Software Engineer,Bachelor's,28,19112500.0,62,0
Software Engineer,Bachelor's,21,8654900.0,62,0
HR,Bachelor's,17,3431900.0,34,0
HR,Master's,10,2026100.0,34,1
Manager,Master's,25,33166400.0,43,1
Manager,Bachelor's,14,7330400.0,43,0
Analyst,Master's,1,881100.0,4,1
Data Scientist,Bachelor's,12,3896000.0,22,0
Analyst,Master's,6,1539500.0,4,1
Analyst,PhD,0,956600.0,4,2
Manager,Master's,5,3430300.0,43,1
HR,Bachelor's,4,790800.0,34,0
Software Engineer,Master's,27,22181800.0,62,1
HR,PhD,19,6891900.0,34,2
Manager,PhD,3,3366800.0,43,2
Analyst,PhD,23,13004700.0,4,2
Data Scientist,PhD,24,24279100.0,22,2
Analyst,Bachelor's,12,2331000.0,4,0
HR,Master's,9,1795500.0,34,1
Software Engineer,Bachelor's,20,7713100.0,62,0
HR,Bachelor's,5,882000.0,34,0
Software Engineer,Master's,4,1651400.0,62,1
Data Scientist,PhD,16,9806100.0,22,2
Software Engineer,PhD,21,13818600.0,62,2
Software Engineer,Bachelor's,14,3904800.0,62,0
Analyst,PhD,15,5257300.0,4,2
HR,Bachelor's,22,6050700.0,34,0
Software Engineer,Master's,16,6384300.0,62,1
Manager,Master's,18,14991900.0,43,1
Analyst,PhD,3,1342400.0,4,2
Data Scientist,Bachelor's,9,2766000.0,22,0
Manager,Master's,14,9532900.0,43,1
Analyst,PhD,28,22936000.0,4,2
Software Engineer,PhD,2,1603100.0,62,2
Data Scientist,PhD,9,4436900.0,22,2
Manager,Bachelor's,21,16199300.0,43,0
Software Engineer,Master's,28,24834200.0,62,1
Software Engineer,Bachelor's,28,19107500.0,62,0
HR,PhD,23,10836900.0,34,2
HR,Master's,16,3988000.0,34,1
Manager,PhD,25,40786700.0,43,2
Software Engineer,Master's,16,6376900.0,62,1
Manager,Bachelor's,26,28573200.0,43,0
HR,PhD,25,13594500.0,34,2
Analyst,Bachelor's,21,6483700.0,4,0
Software Engineer,Bachelor's,24,12151700.0,62,0
Software Engineer,PhD,11,4458000.0,62,2
HR,PhD,18,6148800.0,34,2
Data Scientist,Bachelor's,12,3894300.0,22,0
Software Engineer,Master's,18,7997500.0,62,1
Data Scientist,Master's,5,2295300.0,22,1
Analyst,PhD,27,20460700.0,4,2
Analyst,Bachelor's,16,3677300.0,4,0
HR,Master's,14,3173300.0,34,1
Analyst,Bachelor's,26,11423700.0,4,0
Manager,Master's,13,8506000.0,43,1
Manager,PhD,29,64192600.0,43,2
Manager,Master's,10,6049400.0,43,1
Manager,Master's,10,6058000.0,43,1
Software Engineer,PhD,27,27297400.0,62,2
Data Scientist,Bachelor's,23,13548700.0,22,0
Software Engineer,Master's,25,17680500.0,62,1
HR,Bachelor's,29,13375400.0,34,0
Software Engineer,PhD,4,2021200.0,62,2
Manager,Bachelor's,26,28557900.0,43,0
Analyst,Master's,28,18627000.0,4,1
Data Scientist,Bachelor's,15,5476300.0,22,0
Data Scientist,Master's,4,2052800.0,22,1
HR,Master's,29,17387000.0,34,1
HR,PhD,21,8637000.0,34,2
Manager,Bachelor's,7,3321200.0,43,0
Analyst,Master's,11,2714700.0,4,1
Manager,PhD,15,13137700.0,43,2
Analyst,PhD,25,16317700.0,4,2
Data Scientist,Master's,16,7974100.0,22,1
Manager,Master's,2,2440600.0,43,1
HR,Bachelor's,29,13370900.0,34,0
Data Scientist,Master's,12,5061700.0,22,1
Manager,PhD,21,25928500.0,43,2
Analyst,Master's,4,1233900.0,4,1
Analyst,Bachelor's,27,12794000.0,4,0
HR,Bachelor's,2,619800.0,34,0
HR,Master's,17,4461100.0,34,1
Manager,PhD,28,57328400.0,43,2
HR,Master's,17,4460600.0,34,1
HR,Master's,15,3561000.0,34,1
Manager,PhD,28,57325100.0,43,2
Data Scientist,PhD,12,6236600.0,22,2
Manager,PhD,14,11723700.0,43,2
Manager,PhD,26,45690400.0,43,2
HR,PhD,21,8634000.0,34,2
HR,PhD,21,8646300.0,34,2
Data Scientist,Bachelor's,3,1410300.0,22,0
HR,Bachelor's,28,11952000.0,34,0
Data Scientist,PhD,24,24286800.0,22,2
Manager,PhD,1,2685000.0,43,2
Data Scientist,Bachelor's,10,3114100.0,22,0
Manager,Master's,1,2193400.0,43,1
Analyst,Bachelor's,26,11411500.0,4,0
Data Scientist,Master's,16,7962700.0,22,1
Data Scientist,Master's,24,19735500.0,22,1
HR,Master's,26,12376100.0,34,1
Data Scientist,PhD,10,4969400.0,22,2
Software Engineer,PhD,24,19422300.0,62,2
Software Engineer,Master's,9,2892000.0,62,1
Analyst,Bachelor's,14,2934000.0,4,0
Analyst,Master's,21,8420400.0,4,1
Data Scientist,Master's,15,7126800.0,22,1
Software Engineer,PhD,26,24375500.0,62,2
Analyst,Master's,5,1377100.0,4,1
Manager,Master's,29,52163400.0,43,1
Software Engineer,Master's,1,1169600.0,62,1
Analyst,Master's,25,13258000.0,4,1
Manager,Master's,19,16796100.0,43,1
HR,Master's,29,17388500.0,34,1
Manager,PhD,15,13140300.0,43,2
HR,PhD,14,3904600.0,34,2
Software Engineer,PhD,18,9850600.0,62,2
Analyst,Bachelor's,9,1668200.0,4,0
Software Engineer,PhD,20,12355300.0,62,2
Analyst,PhD,20,9259400.0,4,2
Data Scientist,PhD,11,5561900.0,22,2
Data Scientist,Master's,26,24743400.0,22,1
Data Scientist,PhD,4,2516500.0,22,2
Analyst,PhD,4,1502100.0,4,2
Manager,Master's,7,4308500.0,43,1
HR,Master's,23,8807100.0,34,1
Software Engineer,Bachelor's,12,3113900.0,62,0
Analyst,Bachelor's,25,10198100.0,4,0
Data Scientist,PhD,22,19362200.0,22,2
Manager,Master's,29,52163500.0,43,1
Manager,Master's,22,23590300.0,43,1
Software Engineer,Bachelor's,22,9680000.0,62,0
Data Scientist,Bachelor's,23,13553300.0,22,0
Data Scientist,Bachelor's,21,10806600.0,22,0
Manager,Bachelor's,14,7338900.0,43,0
Data Scientist,PhD,14,7825500.0,22,2
Software Engineer,Bachelor's,7,1769200.0,62,0
Analyst,Master's,26,14838500.0,4,1
Software Engineer,PhD,11,4462500.0,62,2
Analyst,Master's,18,5994200.0,4,1
Data Scientist,PhD,6,3159800.0,22,2
Analyst,PhD,24,14576100.0,4,2
HR,Bachelor's,16,3065400.0,34,0
HR,Master's,18,4998900.0,34,1
Analyst,PhD,7,2130900.0,4,2
Software Engineer,Bachelor's,26,15233100.0,62,0
Analyst,Bachelor's,29,16044500.0,4,0
Manager,PhD,12,9354600.0,43,2
HR,Master's,7,1436000.0,34,1
Software Engineer,Master's,13,4536500.0,62,1
Manager,PhD,28,57325000.0,43,2
HR,Master's,19,5592800.0,34,1
HR,Master's,19,5601700.0,34,1
Analyst,Bachelor's,12,2339100.0,4,0
Analyst,Bachelor's,16,3680100.0,4,0
Analyst,Bachelor's,0,596400.0,4,0
Data Scientist,Master's,26,24750800.0,22,1
HR,PhD,13,3494300.0,34,2
Manager,Bachelor's,6,2961600.0,43,0
HR,Bachelor's,27,10659400.0,34,0
Data Scientist,Master's,17,8928100.0,22,1
Software Engineer,Master's,6,2051900.0,62,1
Data Scientist,Bachelor's,10,3108900.0,22,0
HR,Master's,20,6270700.0,34,1
Manager,PhD,8,5940300.0,43,2
Analyst,Master's,11,2710000.0,4,1
Analyst,Master's,0,780000.0,4,1
Software Engineer,Bachelor's,21,8639200.0,62,0
Analyst,Bachelor's,12,2341100.0,4,0
Software Engineer,Bachelor's,7,1764500.0,62,0
Software Engineer,PhD,7,2826900.0,62,2
Data Scientist,Master's,18,9994300.0,22,1
Software Engineer,Bachelor's,25,13601800.0,62,0
HR,Bachelor's,20,4816000.0,34,0
HR,PhD,21,8637800.0,34,2
Software Engineer,Bachelor's,2,995200.0,62,0
HR,PhD,1,892700.0,34,2
Manager,PhD,27,51188200.0,43,2
Analyst,Master's,5,1380000.0,4,1
HR,PhD,19,6885800.0,34,2
Manager,Master's,12,7601900.0,43,1
Analyst,Master's,16,4786100.0,4,1
Manager,Master's,27,41590900.0,43,1
Manager,Master's,7,4315100.0,43,1
Data Scientist,Master's,15,7113400.0,22,1
Software Engineer,PhD,11,4450200.0,62,2
Analyst,Master's,11,2707500.0,4,1
Manager,Bachelor's,14,7332300.0,43,0
HR,Bachelor's,1,554300.0,34,0
Manager,Master's,23,26437500.0,43,1
Data Scientist,Master's,18,9995100.0,22,1
Manager,Bachelor's,2,1876900.0,43,0
Data Scientist,PhD,17,10994400.0,22,2
Analyst,PhD,3,1354400.0,4,2
Software Engineer,Master's,24,15780200.0,62,1
Data Scientist,Master's,2,1626500.0,22,1
Software Engineer,Master's,20,10022700.0,62,1
HR,Bachelor's,19,4306100.0,34,0
Data Scientist,Master's,19,11187300.0,22,1
Software Engineer,Bachelor's,23,10842500.0,62,0
Software Engineer,PhD,15,7001100.0,62,2
Analyst,PhD,22,11619000.0,4,2
Analyst,PhD,21,10372700.0,4,2
Manager,Master's,9,5409800.0,43,1
HR,Master's,12,2534900.0,34,1
HR,PhD,4,1266400.0,34,2
Analyst,PhD,29,25682900.0,4,2
Manager,PhD,25,40803500.0,43,2
HR,Bachelor's,21,5405900.0,34,0
Analyst,Master's,29,20855400.0,4,1
Analyst,Bachelor's,11,2082800.0,4,0
Software Engineer,PhD,21,13831700.0,62,2
Software Engineer,Bachelor's,9,2211800.0,62,0
Data Scientist,Bachelor's,14,4886600.0,22,0
HR,Master's,14,3183300.0,34,1
Software Engineer,Bachelor's,21,8635500.0,62,0
Manager,Master's,13,8494700.0,43,1
HR,PhD,21,8646800.0,34,2
HR,PhD,27,17063400.0,34,2
HR,Master's,25,11051700.0,34,1
Data Scientist,PhD,4,2527400.0,22,2
Data Scientist,Master's,5,2297000.0,22,1
Analyst,Bachelor's,24,9114900.0,4,0
HR,PhD,11,2784200.0,34,2
Manager,PhD,11,8344000.0,43,2
Manager,Bachelor's,2,1885200.0,43,0
Data Scientist,Bachelor's,28,23873600.0,22,0
Software Engineer,PhD,10,3975200.0,62,2
Analyst,Bachelor's,5,1060100.0,4,0
Data Scientist,Master's,4,2044700.0,22,1
Analyst,PhD,15,5251200.0,4,2
Analyst,Master's,3,1089800.0,4,1
HR,Master's,2,813900.0,34,1
Manager,PhD,8,5946800.0,43,2
Analyst,PhD,6,1892400.0,4,2
Data Scientist,Bachelor's,24,15176100.0,22,0
Data Scientist,Master's,4,2044300.0,22,1
HR,Bachelor's,6,990800.0,34,0
HR,PhD,4,1261600.0,34,2
Data Scientist,Bachelor's,13,4364800.0,22,0
Data Scientist,Master's,14,6351400.0,22,1
Data Scientist,Bachelor's,4,1572800.0,22,0
Manager,PhD,2,3011600.0,43,2
Data Scientist,PhD,10,4976900.0,22,2
HR,Master's,23,8805600.0,34,1
Manager,Master's,0,1956700.0,43,1
Manager,Bachelor's,26,28557700.0,43,0
Data Scientist,PhD,8,3969800.0,22,2
Software Engineer,Master's,16,6381000.0,62,1
Manager,Bachelor's,8,3716200.0,43,0
HR,PhD,19,6884500.0,34,2
Software Engineer,Master's,12,4043100.0,62,1
Data Scientist,Master's,9,3614900.0,22,1
Software Engineer,Master's,25,17685500.0,62,1
Software Engineer,Master's,2,1301700.0,62,1
Analyst,Master's,9,2161100.0,4,1
Data Scientist,Bachelor's,9,2770500.0,22,0
Data Scientist,Master's,26,24752500.0,22,1
Data Scientist,PhD,20,15431500.0,22,2
Manager,Master's,15,10673000.0,43,1
Analyst,Bachelor's,3,842800.0,4,0
Data Scientist,Master's,26,24764200.0,22,1
Analyst,Bachelor's,29,16056500.0,4,0
Manager,Bachelor's,28,35820100.0,43,0
HR,Master's,15,3553500.0,34,1
Analyst,Master's,28,18622200.0,4,1
Data Scientist,PhD,12,6237800.0,22,2
Analyst,Bachelor's,4,943500.0,4,0
Analyst,PhD,12,3749000.0,4,2
Data Scientist,Bachelor's,4,1570500.0,22,0
Analyst,Bachelor's,5,1059700.0,4,0
Analyst,Master's,21,8426600.0,4,1
Analyst,Master's,12,3038400.0,4,1
Manager,PhD,1,2690600.0,43,2
HR,Master's,19,5592600.0,34,1
Analyst,PhD,3,1353000.0,4,2
Software Engineer,Bachelor's,3,1125600.0,62,0
Data Scientist,Master's,4,2048000.0,22,1
HR,Master's,25,11046600.0,34,1
Analyst,Bachelor's,11,2091600.0,4,0
HR,PhD,18,6161100.0,34,2
HR,Master's,26,12368400.0,34,1
Analyst,Bachelor's,15,3274700.0,4,0
HR,PhD,10,2481400.0,34,2
HR,PhD,25,13598100.0,34,2
Data Scientist,PhD,16,9803900.0,22,2
